10		10																	
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0
																			
30	12	28	12	28	12	28	12	28	12	28	12	28	12	28	12	28	12	31	12
29	13	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	29	13
29	13	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	29	13
29	13	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	29	13
29	13	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	29	13
29	13	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	29	13
29	13	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	29	13
29	13	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	29	13
29	13	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	29	13
30	13	28	12	28	12	28	12	28	12	28	12	28	12	28	12	28	12	31	13
																			
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5
