100	20																																																																																																																																																																																																								
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
		5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3	5	3
